Row ID,Order ID,Order Date,Ship Mode,Segment,Region,Category,Sales,Quantity,Discount,Profit
47,CA-2026-100046,2024-02-16,Same Day,Home Office,West,Office Supplies,153.93846194959335,13,0.0,120.94717885959687
48,CA-2026-100047,2024-02-17,First Class,Consumer,East,Technology,27.041842280389094,13,0.5,-64.49414385934963
49,CA-2026-100048,2024-02-18,Second Class,Consumer,West,Furniture,132.44352270293848,11,0.8,-129.90159604584014
50,CA-2026-100049,2024-02-19,Second Class,Home Office,Central,Office Supplies,607.3606732423796,6,0.0,10.815523566504487
51,CA-2026-100050,2024-02-20,First Class,Corporate,Central,Office Supplies,417.594444499376,8,0.0,11.256467122281892
52,CA-2026-100051,2024-02-21,Second Class,Consumer,Central,Office Supplies,65.85294434364374,8,0.5,74.83196275544987
53,CA-2026-100052,2024-02-22,First Class,Consumer,East,Furniture,162.12456545592326,11,0.7,114.95945713644882
54,CA-2026-100053,2024-02-23,Same Day,Home Office,East,Technology,429.18942864348463,9,0.0,14.05848187275059
55,CA-2026-100054,2024-02-24,First Class,Consumer,South,Office Supplies,194.77511898430527,8,0.0,205.5503314794263
56,CA-2026-100055,2024-02-25,Same Day,Corporate,Central,Office Supplies,127.50774540048805,13,0.0,42.42347445352918
57,CA-2026-100056,2024-02-26,Same Day,Home Office,West,Office Supplies,482.36771408760063,11,0.2,-14.642650600689961
58,CA-2026-100057,2024-02-27,Standard Class,Consumer,East,Office Supplies,134.33581443916896,2,0.0,-141.15673591028278
59,CA-2026-100058,2024-02-28,First Class,Home Office,Central,Office Supplies,25.19804673050408,14,0.0,-6.265952031616774
60,CA-2026-100059,2024-02-29,Standard Class,Consumer,Central,Technology,200.51337989081551,14,0.2,-13.638694541113622
61,CA-2026-100060,2024-03-01,First Class,Consumer,East,Technology,499.6593384369658,12,0.0,116.03047962814703
62,CA-2026-100061,2024-03-02,First Class,Consumer,South,Office Supplies,228.07370203558395,10,0.4,66.2483624066854
63,CA-2026-100062,2024-03-03,Standard Class,Corporate,East,Furniture,69.13601883848744,12,0.0,-97.93691216326172
64,CA-2026-100063,2024-03-04,Standard Class,Corporate,East,Technology,126.22434621395482,11,0.0,37.22543864110375
65,CA-2026-100064,2024-03-05,First Class,Home Office,West,Furniture,154.5153297427822,1,0.2,87.15311717290534
66,CA-2026-100065,2024-03-06,Second Class,Consumer,West,Technology,221.43882873173135,10,0.0,172.80313593878327
67,CA-2026-100066,2024-03-07,Same Day,Consumer,South,Office Supplies,361.10398641681394,2,0.8,108.75039674140594
68,CA-2026-100067,2024-03-08,Standard Class,Corporate,Central,Technology,194.77511898430527,2,0.2,
69,CA-2026-100068,2024-03-09,Same Day,Consumer,East,Office Supplies,556.029142451801,12,0.0,26.00859946151636
70,CA-2026-100069,2024-03-10,Second Class,Corporate,South,Technology,8.096523741433312,3,0.4,58.83120054234496
71,CA-2026-100070,2024-03-11,Second Class,Consumer,West,Office Supplies,120.52963348966355,10,0.0,
72,CA-2026-100071,2024-03-12,Second Class,Home Office,East,Office Supplies,11.950815843468266,7,0.7,-113.27773974796497
73,CA-2026-100072,2024-03-13,Standard Class,Consumer,Central,Office Supplies,129.7960066151334,2,0.0,-14.943932721695589
74,CA-2026-100073,2024-03-14,Second Class,Consumer,West,Office Supplies,191.53816859872367,14,0.2,-57.25687487562408
75,CA-2026-100074,2024-03-15,Standard Class,Corporate,West,Furniture,184.1967974559312,1,0.0,
76,CA-2026-100075,2024-03-16,Second Class,Consumer,West,Office Supplies,194.77511898430527,14,0.0,143.02221756507876
77,CA-2026-100076,2024-03-17,Same Day,Consumer,South,Furniture,264.4314030123084,6,0.5,-39.69742867210739
78,CA-2026-100077,2024-03-18,Same Day,Corporate,Central,Furniture,194.77511898430527,9,0.5,
79,CA-2026-100078,2024-03-19,First Class,Home Office,East,Office Supplies,363.77329247070793,3,0.0,-21.222074502447015
80,CA-2026-100079,2024-03-20,Same Day,Home Office,South,Furniture,737.6942441646238,6,0.0,111.34737320174065
81,CA-2026-100080,2024-03-21,First Class,Corporate,South,Technology,108.79131084919919,3,0.5,73.76299029498796
82,CA-2026-100081,2024-03-22,Same Day,Corporate,South,Office Supplies,187.05859062558028,14,0.7,62.818624781057615
83,CA-2026-100082,2024-03-23,Standard Class,Corporate,West,Furniture,124.0699319270974,13,0.0,-7.999330187447974
84,CA-2026-100083,2024-03-24,Same Day,Corporate,Central,Office Supplies,6.6832515510502555,1,0.0,-107.90307362197863
85,CA-2026-100084,2024-03-25,First Class,Corporate,South,Office Supplies,126.88899476034203,14,0.0,71.52943216244674
86,CA-2026-100085,2024-03-26,First Class,Home Office,East,Office Supplies,397.2182988653346,13,0.5,-63.42818100346247
87,CA-2026-100086,2024-03-27,Second Class,Home Office,Central,Furniture,231.5781957611621,12,0.0,
88,CA-2026-100087,2024-03-28,Standard Class,Corporate,East,Technology,31.69035039210156,5,0.0,77.0507208354516
89,CA-2026-100088,2024-03-29,Same Day,Consumer,Central,Technology,474.5573676958744,10,0.4,-38.06483025539511
90,CA-2026-100089,2024-03-30,Second Class,Corporate,East,Furniture,194.3336247828857,14,0.0,-41.13852473886282
91,CA-2026-100090,2024-03-31,Same Day,Consumer,West,Office Supplies,465.8527254790933,13,0.0,10.705579338641172
92,CA-2026-100091,2024-04-01,Same Day,Corporate,South,Furniture,222.00703313030326,11,0.0,-3.9501922021749785
93,CA-2026-100092,2024-04-02,Second Class,Corporate,East,Furniture,210.06818068159097,4,0.0,131.6833775529954
94,CA-2026-100093,2024-04-03,Second Class,Home Office,Central,Furniture,32.80529876153854,7,0.0,38.64161697440463
95,CA-2026-100094,2024-04-04,Second Class,Consumer,South,Office Supplies,50.78839564944998,6,0.2,
96,CA-2026-100095,2024-04-05,Second Class,Consumer,South,Furniture,899.1132984012827,10,0.0,209.04406851557826
97,CA-2026-100096,2024-04-06,Second Class,Home Office,Central,Office Supplies,194.77511898430527,7,0.2,
98,CA-2026-100097,2024-04-07,Same Day,Home Office,East,Furniture,953.0285354073579,5,0.5,
99,CA-2026-100098,2024-04-08,Second Class,Home Office,West,Technology,194.77511898430527,4,0.4,-40.82265074447592
100,CA-2026-100099,2024-04-09,Standard Class,Home Office,West,Furniture,41.48459537227536,7,0.0,
101,CA-2026-100100,2024-04-10,First Class,Consumer,East,Furniture,31.1463714493497,7,0.0,51.110999114319526
102,CA-2026-100101,2024-04-11,Second Class,Consumer,South,Technology,63.571370276369926,6,0.0,-168.9649292096153
103,CA-2026-100102,2024-04-12,Second Class,Corporate,South,Office Supplies,654.7003026782319,8,0.0,221.527511046064
104,CA-2026-100103,2024-04-13,Same Day,Corporate,South,Office Supplies,138.67296944468353,4,0.0,149.0644460922547
105,CA-2026-100104,2024-04-14,Second Class,Home Office,South,Furniture,130.81121925681524,10,0.2,-19.719531614598765
106,CA-2026-100105,2024-04-15,Second Class,Home Office,East,Technology,98.93031657339411,5,0.0,-90.22697404558555
107,CA-2026-100106,2024-04-16,Second Class,Home Office,South,Office Supplies,44.76706089403074,4,0.0,54.7561613803552
108,CA-2026-100107,2024-04-17,Same Day,Corporate,Central,Furniture,172.28501642097652,12,0.0,
109,CA-2026-100108,2024-04-18,Second Class,Corporate,South,Technology,39.82924781709888,1,0.2,55.56689485632294
110,CA-2026-100109,2024-04-19,First Class,Corporate,West,Office Supplies,456.1811431052237,12,0.0,39.15773961940896
111,CA-2026-100110,2024-04-20,Same Day,Corporate,South,Office Supplies,120.66644879030427,8,0.2,70.62409893059261
112,CA-2026-100111,2024-04-21,First Class,Corporate,East,Technology,122.42234676896315,1,0.0,164.73056993918064
113,CA-2026-100112,2024-04-22,Same Day,Corporate,West,Technology,165.6165719424941,5,0.5,76.8103205128646
114,CA-2026-100113,2024-04-23,Second Class,Corporate,East,Technology,151.80417776375705,6,0.5,-84.96554989099411
115,CA-2026-100114,2024-04-24,First Class,Home Office,East,Technology,1322.5769827034221,6,0.0,156.2562852712452
116,CA-2026-100115,2024-04-25,Same Day,Home Office,West,Furniture,202.0739600224094,13,0.0,
117,CA-2026-100116,2024-04-26,Standard Class,Home Office,East,Technology,28.084119951242585,5,0.0,335.2056734512085
118,CA-2026-100117,2024-04-27,Second Class,Home Office,East,Office Supplies,238.40840196542152,3,0.0,-92.34940332395979
119,CA-2026-100118,2024-04-28,Same Day,Corporate,South,Office Supplies,46.09613565920537,5,0.2,44.2882013150275
120,CA-2026-100119,2024-04-29,Standard Class,Consumer,Central,Furniture,12.856579759824257,12,0.5,
121,CA-2026-100120,2024-04-30,Same Day,Corporate,East,Office Supplies,887.9018727316183,8,0.2,
122,CA-2026-100121,2024-05-01,Standard Class,Consumer,East,Office Supplies,376.2955138391681,14,0.5,-34.82002981667726
123,CA-2026-100122,2024-05-02,Second Class,Home Office,East,Technology,984.3718823672639,2,0.0,212.34457948249533
124,CA-2026-100123,2024-05-03,First Class,Corporate,South,Office Supplies,167.46371500295547,6,0.0,-57.46149700185819
125,CA-2026-100124,2024-05-04,Standard Class,Home Office,Central,Furniture,194.95935368926968,9,0.4,-148.91830379672618
126,CA-2026-100125,2024-05-05,Same Day,Corporate,West,Technology,51.08197882217493,8,0.0,-27.126374070251963
127,CA-2026-100126,2024-05-06,Second Class,Home Office,South,Technology,75.89177984654759,14,0.2,
128,CA-2026-100127,2024-05-07,Standard Class,Consumer,South,Furniture,460.88872975034286,11,0.0,95.109945450731
129,CA-2026-100128,2024-05-08,Same Day,Consumer,Central,Technology,115.08621658946271,8,0.0,
130,CA-2026-100129,2024-05-09,Same Day,Consumer,Central,Technology,443.34868509527365,8,0.8,
131,CA-2026-100130,2024-05-10,Same Day,Corporate,South,Furniture,313.6197938553053,13,0.0,-187.78118198561967
132,CA-2026-100131,2024-05-11,Standard Class,Consumer,West,Technology,53.751696375684986,7,0.8,-12.029780453664195
133,CA-2026-100132,2024-05-12,Standard Class,Corporate,South,Furniture,182.037980754899,8,0.8,184.3378155804534
134,CA-2026-100133,2024-05-13,Standard Class,Consumer,Central,Furniture,287.8257032823421,13,0.4,
135,CA-2026-100134,2024-05-14,First Class,Consumer,West,Office Supplies,194.77511898430527,6,0.2,-66.3493604964934
136,CA-2026-100135,2024-05-15,Standard Class,Corporate,Central,Office Supplies,449.00378188179525,2,0.2,16.879651106091604
137,CA-2026-100136,2024-05-16,Standard Class,Corporate,West,Technology,201.76978928055578,2,0.5,21.801687204444658
138,CA-2026-100137,2024-05-17,Standard Class,Consumer,East,Technology,50.15336923110449,8,0.0,67.26303458434057
139,CA-2026-100138,2024-05-18,First Class,Corporate,Central,Furniture,223.6579276384093,11,0.0,-116.68583632808264
140,CA-2026-100139,2024-05-19,Standard Class,Consumer,Central,Technology,2044.7085529901956,1,0.2,
141,CA-2026-100140,2024-05-20,Same Day,Corporate,South,Furniture,45.783159345489025,6,0.0,-250.43916316027753
142,CA-2026-100141,2024-05-21,Standard Class,Home Office,Central,Furniture,429.2354391930971,13,0.0,-42.988455236381036
143,CA-2026-100142,2024-05-22,Same Day,Home Office,Central,Technology,63.080449206570066,6,0.0,-28.827384245154462
144,CA-2026-100143,2024-05-23,Same Day,Home Office,East,Furniture,386.2607831106562,11,0.2,83.33268260712384
145,CA-2026-100144,2024-05-24,Same Day,Home Office,Central,Office Supplies,336.60849428191307,4,0.5,22.263085267686915
146,CA-2026-100145,2024-05-25,First Class,Home Office,East,Technology,94.34357768125338,12,0.0,-120.55630538562866
147,CA-2026-100146,2024-05-26,First Class,Consumer,East,Office Supplies,103.56569141308964,11,0.7,-78.49931258170152
148,CA-2026-100147,2024-05-27,First Class,Home Office,East,Technology,398.1817596057789,13,0.2,39.868000954740694
149,CA-2026-100148,2024-05-28,Standard Class,Home Office,East,Furniture,159.71665063069273,11,0.5,12.09326581354437
150,CA-2026-100149,2024-05-29,Same Day,Home Office,West,Technology,333.09191372371214,13,0.2,-37.912410963574644
151,CA-2026-100150,2024-05-30,First Class,Home Office,South,Office Supplies,45.0375364869474,10,0.4,
152,CA-2026-100151,2024-05-31,First Class,Corporate,West,Furniture,483.57973041463424,3,0.0,89.6167997159289
153,CA-2026-100152,2024-06-01,Standard Class,Consumer,Central,Technology,315.2324415493525,13,0.5,
154,CA-2026-100153,2024-06-02,First Class,Home Office,West,Technology,598.6352540183277,11,0.0,11.190875597092672
155,CA-2026-100154,2024-06-03,Standard Class,Home Office,West,Technology,40.49816611922467,3,0.5,236.99365880805428
156,CA-2026-100155,2024-06-04,Second Class,Home Office,Central,Office Supplies,229.74443039895738,13,0.8,-122.36826368839232
157,CA-2026-100156,2024-06-05,First Class,Consumer,Central,Office Supplies,233.52365193047183,13,0.0,-165.18427315746587
158,CA-2026-100157,2024-06-06,Second Class,Corporate,Central,Technology,114.03033911706196,1,0.0,98.35896647986067
159,CA-2026-100158,2024-06-07,Standard Class,Consumer,West,Furniture,158.33755249359635,3,0.4,-47.86430612941032
160,CA-2026-100159,2024-06-08,Same Day,Corporate,West,Furniture,14.680415880178534,4,0.0,-11.823752774262026
161,CA-2026-100160,2024-06-09,First Class,Home Office,Central,Office Supplies,347.467533674209,11,0.5,
162,CA-2026-100161,2024-06-10,Standard Class,Home Office,South,Furniture,204.25080679320038,11,0.0,
163,CA-2026-100162,2024-06-11,Same Day,Consumer,South,Office Supplies,19.868787580747927,5,0.0,179.85381120963413
164,CA-2026-100163,2024-06-12,Same Day,Consumer,East,Technology,290.44981075102487,3,0.8,100.21284586181193
165,CA-2026-100164,2024-06-13,Second Class,Corporate,Central,Office Supplies,162.20626941189659,6,0.2,106.22235118869771
166,CA-2026-100165,2024-06-14,Standard Class,Corporate,East,Office Supplies,13.767263258767366,11,0.5,-121.62270557926456
167,CA-2026-100166,2024-06-15,Same Day,Consumer,South,Technology,878.391718878004,14,0.0,-95.11537365528693
168,CA-2026-100167,2024-06-16,First Class,Corporate,East,Furniture,749.5327378649837,12,0.2,-263.9078659485427
169,CA-2026-100168,2024-06-17,First Class,Consumer,Central,Office Supplies,194.77511898430527,5,0.2,-60.938082108275395
170,CA-2026-100169,2024-06-18,Second Class,Corporate,Central,Office Supplies,29.58861793470576,3,0.2,115.67031863856585
171,CA-2026-100170,2024-06-19,Same Day,Consumer,Central,Technology,356.23805700665037,6,0.2,
172,CA-2026-100171,2024-06-20,Standard Class,Consumer,West,Furniture,174.28455272185033,6,0.2,-2.151326295212389
173,CA-2026-100172,2024-06-21,First Class,Consumer,East,Office Supplies,95.04436704449336,14,0.0,17.769971628194696
174,CA-2026-100173,2024-06-22,Same Day,Corporate,South,Technology,174.0322917390917,8,0.0,
175,CA-2026-100174,2024-06-23,Same Day,Corporate,South,Office Supplies,189.7685382323269,2,0.4,40.47588824017842
176,CA-2026-100175,2024-06-24,Second Class,Corporate,South,Technology,211.79064344337274,1,0.0,96.58782794806149
177,CA-2026-100176,2024-06-25,First Class,Consumer,West,Furniture,150.5015223121921,4,0.2,-141.5886787410473
178,CA-2026-100177,2024-06-26,First Class,Corporate,West,Furniture,237.69587610955634,7,0.0,49.96476878373481
179,CA-2026-100178,2024-06-27,Standard Class,Corporate,Central,Furniture,632.5090745807778,11,0.2,
180,CA-2026-100179,2024-06-28,First Class,Consumer,South,Furniture,117.45932078996715,10,0.4,-21.510028896336962
181,CA-2026-100180,2024-06-29,Standard Class,Home Office,West,Office Supplies,328.3982254674667,3,0.0,90.07006121205836
182,CA-2026-100181,2024-06-30,First Class,Consumer,Central,Office Supplies,567.148682200376,3,0.0,
183,CA-2026-100182,2024-07-01,Second Class,Corporate,South,Furniture,157.1919842055755,5,0.0,9.565720701310807
184,CA-2026-100183,2024-07-02,First Class,Consumer,East,Furniture,151.50218795352342,5,0.2,
185,CA-2026-100184,2024-07-03,Standard Class,Home Office,Central,Furniture,235.39931248917392,13,0.5,
186,CA-2026-100185,2024-07-04,Standard Class,Consumer,West,Office Supplies,228.75878490491505,10,0.0,38.12511626020504
187,CA-2026-100186,2024-07-05,Second Class,Corporate,West,Furniture,415.7348976462707,3,0.4,66.02716249823038
188,CA-2026-100187,2024-07-06,First Class,Home Office,Central,Furniture,166.79662713540873,9,0.0,
189,CA-2026-100188,2024-07-07,First Class,Corporate,Central,Furniture,1393.1701577021875,4,0.0,-81.96953197088567
190,CA-2026-100189,2024-07-08,Second Class,Home Office,West,Technology,20.328350222943996,13,0.7,
191,CA-2026-100190,2024-07-09,First Class,Home Office,East,Furniture,5.793219208747603,13,0.0,166.2195938717637
192,CA-2026-100191,2024-07-10,First Class,Consumer,South,Technology,260.5505661893732,3,0.0,64.86357645145273
193,CA-2026-100192,2024-07-11,Standard Class,Consumer,East,Technology,93.61040005634868,11,0.0,
194,CA-2026-100193,2024-07-12,First Class,Corporate,Central,Furniture,73.7350288365806,2,0.0,-3.7011970012627735
195,CA-2026-100194,2024-07-13,First Class,Consumer,East,Technology,98.45494144146215,10,0.0,94.99002394237105
196,CA-2026-100195,2024-07-14,Second Class,Consumer,West,Furniture,78.94454444635927,13,0.0,47.92678382165259
197,CA-2026-100196,2024-07-15,Second Class,Home Office,Central,Office Supplies,12.818505885799347,11,0.2,
198,CA-2026-100197,2024-07-16,Same Day,Consumer,South,Office Supplies,894.7528116092069,9,0.0,51.85210047988745
199,CA-2026-100198,2024-07-17,Standard Class,Home Office,West,Office Supplies,67.35439268740757,4,0.2,-79.16966634403104
200,CA-2026-100199,2024-07-18,First Class,Home Office,West,Office Supplies,336.0927164735025,3,0.0,
201,CA-2026-100200,2024-07-19,First Class,Home Office,South,Technology,364.4984025731158,7,0.0,38.93283072923741
202,CA-2026-100201,2024-07-20,Same Day,Corporate,South,Furniture,667.1768283498363,8,0.2,49.724427338012404
203,CA-2026-100202,2024-07-21,First Class,Corporate,East,Furniture,12.756454647549742,11,0.8,-98.9232465077129
204,CA-2026-100203,2024-07-22,Standard Class,Corporate,Central,Furniture,519.0256826263162,14,0.0,125.39857711828762
205,CA-2026-100204,2024-07-23,Same Day,Home Office,South,Office Supplies,192.2845471125242,2,0.5,77.2006278300473
206,CA-2026-100205,2024-07-24,Standard Class,Corporate,South,Office Supplies,255.28799866274392,7,0.2,-50.47284356108838
207,CA-2026-100206,2024-07-25,Same Day,Corporate,Central,Furniture,263.53660614322615,12,0.2,-133.75847964491754
208,CA-2026-100207,2024-07-26,Same Day,Consumer,South,Office Supplies,433.4189382218087,5,0.2,5.5095420918568685
209,CA-2026-100208,2024-07-27,Second Class,Corporate,South,Furniture,106.39402437648137,11,0.0,-24.594371386116016
210,CA-2026-100209,2024-07-28,Standard Class,Corporate,East,Furniture,335.1745903212585,5,0.0,31.31404570530228
211,CA-2026-100210,2024-07-29,First Class,Home Office,West,Furniture,193.00046320532456,3,0.2,-16.311666115556648
212,CA-2026-100211,2024-07-30,First Class,Home Office,West,Furniture,399.23543758292993,5,0.0,
213,CA-2026-100212,2024-07-31,Standard Class,Home Office,West,Furniture,1170.3302032222205,12,0.7,-18.83469383011584
214,CA-2026-100213,2024-08-01,First Class,Home Office,West,Furniture,60.98941359022214,2,0.0,-10.561911106831296
215,CA-2026-100214,2024-08-02,First Class,Home Office,South,Furniture,194.77511898430527,4,0.0,83.36610247740587
216,CA-2026-100215,2024-08-03,Standard Class,Home Office,Central,Office Supplies,28.52606922715809,6,0.4,-49.819967461104966
217,CA-2026-100216,2024-08-04,Same Day,Corporate,Central,Furniture,5.580059393847481,1,0.0,187.8674673372566
218,CA-2026-100217,2024-08-05,Standard Class,Home Office,East,Furniture,16.291692396519913,10,0.2,-171.16405506517572
219,CA-2026-100218,2024-08-06,Same Day,Home Office,East,Office Supplies,109.55492760847781,4,0.2,151.11674978026244
220,CA-2026-100219,2024-08-07,First Class,Consumer,South,Office Supplies,255.53455843352646,6,0.7,
221,CA-2026-100220,2024-08-08,First Class,Corporate,Central,Office Supplies,22.88193312136143,9,0.4,105.95848723435562
222,CA-2026-100221,2024-08-09,First Class,Corporate,Central,Furniture,6.420481535617535,14,0.2,27.980148405873308
223,CA-2026-100222,2024-08-10,Second Class,Corporate,West,Technology,696.5166234077574,11,0.2,133.95555360254693
224,CA-2026-100223,2024-08-11,Same Day,Home Office,South,Technology,436.38991399070915,11,0.7,-18.736196455281124
225,CA-2026-100224,2024-08-12,Second Class,Home Office,South,Office Supplies,419.11033057001896,13,0.0,-89.86204251778122
226,CA-2026-100225,2024-08-13,Second Class,Home Office,West,Technology,544.4573351219715,2,0.0,162.05042872710632
227,CA-2026-100226,2024-08-14,Standard Class,Consumer,South,Office Supplies,306.0217633564493,11,0.0,8.651935411785882
228,CA-2026-100227,2024-08-15,Second Class,Home Office,South,Furniture,32.566501355139934,7,0.0,42.155847362421056
229,CA-2026-100228,2024-08-16,Standard Class,Consumer,East,Technology,132.3317651572572,6,0.2,143.47519140447952
230,CA-2026-100229,2024-08-17,Standard Class,Corporate,Central,Furniture,326.06939519802637,2,0.2,-83.19552420944349
231,CA-2026-100230,2024-08-18,Second Class,Home Office,South,Technology,87.242175944028,8,0.2,79.54908976392574
232,CA-2026-100231,2024-08-19,Same Day,Consumer,East,Furniture,295.71280498079295,7,0.0,
233,CA-2026-100232,2024-08-20,Same Day,Consumer,Central,Technology,11.200882053906428,11,0.4,
234,CA-2026-100233,2024-08-21,Same Day,Home Office,West,Furniture,96.37030889516463,5,0.0,27.22789653842889
235,CA-2026-100234,2024-08-22,Same Day,Corporate,East,Furniture,204.14424380223747,12,0.2,-130.0221861446936
236,CA-2026-100235,2024-08-23,Same Day,Corporate,East,Technology,254.97911813251636,5,0.2,-57.88370428204348
237,CA-2026-100236,2024-08-24,Second Class,Corporate,Central,Furniture,220.1198095091682,7,0.0,155.10728924131394
238,CA-2026-100237,2024-08-25,Second Class,Consumer,West,Furniture,304.13038855343837,9,0.0,108.61911885847957
239,CA-2026-100238,2024-08-26,First Class,Consumer,East,Furniture,6.526840063777908,11,0.0,13.736042267276513
240,CA-2026-100239,2024-08-27,Same Day,Consumer,South,Technology,31.601710154430005,9,0.5,44.31234585128931
241,CA-2026-100240,2024-08-28,Second Class,Consumer,South,Technology,513.0331227957138,9,0.7,
242,CA-2026-100241,2024-08-29,First Class,Corporate,South,Furniture,291.2284452589359,6,0.2,
243,CA-2026-100242,2024-08-30,Same Day,Home Office,West,Furniture,34.95830847475708,10,0.0,
244,CA-2026-100243,2024-08-31,Standard Class,Consumer,East,Technology,466.4078699360479,6,0.0,43.184209213484806
245,CA-2026-100244,2024-09-01,First Class,Consumer,South,Technology,74.34424414519926,3,0.4,134.6030144142065
246,CA-2026-100245,2024-09-02,Second Class,Corporate,West,Furniture,167.6464193792778,1,0.4,-57.73714848459066
